,user_id,like,add,category,location,location_id
67,4,1,0,beach,BANGKA BELITUNG,68
68,4,1,0,beach,CANGGU,46
69,4,1,0,beach,PANGANDARAN,7
70,4,1,0,beach,GEOPARK CILETUH,90
71,4,1,0,beach,GUMUK PASIR PARANGKUSUMO,60
72,4,1,0,beach,UJUNG KULON,85
73,4,1,0,beach,NUSA PENIDA,83
74,4,1,0,beach,PANTAI SELATAN,57
75,5,1,0,beach,NUSA DUA,115
76,5,1,0,beach,GEOPARK CILETUH,90
77,5,1,0,beach,PANTAI KUTA,88
78,5,1,0,beach,WAKATOBI,119
79,5,1,0,beach,ANCOL,12
80,5,1,0,beach,UJUNG KULON,85
81,5,1,0,beach,PANTAI TELENGRIA,110
82,5,1,0,beach,DUBAI,53
83,5,1,0,beach,GUMUK PASIR PARANGKUSUMO,60
84,5,1,0,beach,PANTAI WATU KARUNG,111
85,5,1,0,beach,TAPANULI TENGAH,54
86,5,1,0,beach,PANTAI SELATAN,57
87,5,1,0,beach,LOMBOK,24
88,5,1,0,beach,NUSA PENIDA,83
89,5,1,0,beach,NUSA TENGGARA BARAT,94
90,6,1,0,beach,PANTAI TELENGRIA,110
91,6,1,0,beach,GUMUK PASIR PARANGKUSUMO,60
92,6,1,0,beach,TAPANULI TENGAH,54
93,6,1,0,beach,PANTAI ANCOL,107
94,6,1,0,beach,PANTAI WATU KARUNG,111
95,6,1,0,beach,ANCOL,12
96,6,1,0,beach,WAKATOBI,119
97,6,1,0,beach,PULAU SERIBU,41
98,6,1,0,beach,PANTAI KUTA,88
99,6,1,0,beach,UJUNG KULON,85
100,6,1,0,beach,PANTAI SELATAN,57
101,6,1,0,beach,CANGGU,46
102,6,1,0,beach,SLOVENIA,43
103,6,1,0,beach,LABUAN BAJO,31
104,6,1,0,beach,NUSA TENGGARA BARAT,94
105,7,0,1,beach,CANGGU,46
106,7,0,1,beach,PANTAI WATU KARUNG,111
107,7,0,1,beach,UJUNG KULON,85
108,7,0,1,beach,DUBAI,53
109,7,0,1,beach,PANTAI KLAYAR,109
110,7,0,1,beach,GUMUK PASIR PARANGKUSUMO,60
111,7,0,1,beach,RAJA AMPAT,2
112,7,0,1,beach,NUSA PENIDA,83
113,7,0,1,beach,KENDARI,74
114,7,0,1,beach,MALDIVES,36
115,7,0,1,beach,SLOVENIA,43
116,7,0,1,beach,PULAU KOMODO,26
117,7,0,1,beach,PULAU SERIBU,41
118,7,0,1,beach,BALI,9
119,7,0,1,beach,GEOPARK CILETUH,90
120,8,1,0,beach,ANCOL,12
121,8,1,0,beach,PANGANDARAN,7
122,8,1,0,beach,PANTAI SELATAN,57
123,8,1,0,beach,NUSA PENIDA,83
124,8,1,0,beach,PULAU PAHAWANG,52
125,8,1,0,beach,PANTAI ANCOL,107
126,8,1,0,beach,RAJA AMPAT,2
127,8,1,0,beach,MALDIVES,36
128,8,1,0,beach,PANTAI TELENGRIA,110
129,8,1,0,beach,KENDARI,74
130,8,1,0,beach,PULAU KOMODO,26
131,8,1,0,beach,TAPANULI TENGAH,54
132,8,1,0,beach,GEOPARK CILETUH,90
133,8,1,0,beach,PANTAI WATU KARUNG,111
134,8,1,0,beach,SLOVENIA,43
135,9,1,0,beach,NUSA PENIDA,83
136,9,1,0,beach,NUSA DUA,115
137,9,1,0,beach,PULAU PAHAWANG,52
138,9,1,0,beach,GUMUK PASIR PARANGKUSUMO,60
139,9,1,0,beach,DUBAI,53
140,9,1,0,beach,PULAU SERIBU,41
141,9,1,0,beach,PANTAI WATU KARUNG,111
142,9,1,0,beach,RAJA AMPAT,2
143,9,1,0,beach,GEOPARK CILETUH,90
144,9,1,0,beach,PANTAI TELENGRIA,110
145,9,1,0,beach,TAPANULI TENGAH,54
146,9,1,0,beach,NUSA TENGGARA BARAT,94
147,9,1,0,beach,LOMBOK,24
148,9,1,0,beach,BANGKA BELITUNG,68
149,9,1,0,beach,PANTAI KLAYAR,109
150,10,1,0,beach,GEOPARK CILETUH,90
151,10,1,0,beach,NUSA DUA,115
152,10,1,0,beach,PANTAI SELATAN,57
153,10,1,0,beach,LOMBOK,24
154,10,1,0,beach,RAJA AMPAT,2
155,10,1,0,beach,PANGANDARAN,7
156,10,1,0,beach,WAKATOBI,119
157,10,1,0,beach,KENDARI,74
158,10,1,0,beach,BANGKA BELITUNG,68
159,10,1,0,beach,ANCOL,12
160,10,1,0,beach,PANTAI WATU KARUNG,111
161,10,1,0,beach,PULAU SERIBU,41
162,10,1,0,beach,PULAU PAHAWANG,52
163,10,1,0,beach,CANGGU,46
164,10,1,0,beach,PANTAI TELENGRIA,110
165,11,0,1,beach,BANGKA BELITUNG,68
166,11,0,1,beach,MALDIVES,36
167,11,0,1,beach,PULAU PAHAWANG,52
168,11,0,1,beach,GEOPARK CILETUH,90
169,11,0,1,beach,PULAU KOMODO,26
170,11,0,1,beach,BALI,9
171,11,0,1,beach,NUSA DUA,115
172,11,0,1,beach,PULAU SERIBU,41
173,11,0,1,beach,CANGGU,46
174,11,0,1,beach,KENDARI,74
175,11,0,1,beach,PANTAI TELENGRIA,110
176,11,0,1,beach,NUSA TENGGARA BARAT,94
177,11,0,1,beach,WAKATOBI,119
178,11,0,1,beach,LABUAN BAJO,31
179,11,0,1,beach,GUMUK PASIR PARANGKUSUMO,60
180,12,1,0,beach,SLOVENIA,43
181,12,1,0,beach,PANTAI KUTA,88
182,12,1,0,beach,MALDIVES,36
183,12,1,0,beach,PANTAI SELATAN,57
184,12,1,0,beach,PANTAI ANCOL,107
185,12,1,0,beach,PANTAI WATU KARUNG,111
186,12,1,0,beach,NUSA TENGGARA BARAT,94
187,12,1,0,beach,NUSA DUA,115
188,12,1,0,beach,LOMBOK,24
189,12,1,0,beach,ANCOL,12
190,12,1,0,beach,TAPANULI TENGAH,54
191,12,1,0,beach,PULAU PAHAWANG,52
192,12,1,0,beach,PANTAI TELENGRIA,110
193,12,1,0,beach,GEOPARK CILETUH,90
194,12,1,0,beach,CANGGU,46
195,13,1,0,beach,SLOVENIA,43
196,13,1,0,beach,BANGKA BELITUNG,68
197,13,1,0,beach,WAKATOBI,119
198,13,1,0,beach,LABUAN BAJO,31
199,13,1,0,beach,ANCOL,12
200,13,1,0,beach,PANTAI ANCOL,107
201,13,1,0,beach,RAJA AMPAT,2
202,13,1,0,beach,PULAU KOMODO,26
203,13,1,0,beach,NUSA DUA,115
204,13,1,0,beach,NUSA TENGGARA BARAT,94
205,13,1,0,beach,PANTAI KLAYAR,109
206,13,1,0,beach,CANGGU,46
207,13,1,0,beach,TAPANULI TENGAH,54
208,13,1,0,beach,PULAU PAHAWANG,52
209,13,1,0,beach,DUBAI,53
210,14,0,1,beach,SLOVENIA,43
211,14,0,1,beach,PULAU SERIBU,41
212,14,0,1,beach,NUSA DUA,115
213,14,0,1,beach,BALI,9
214,14,0,1,beach,PANTAI TELENGRIA,110
215,14,0,1,beach,PANTAI WATU KARUNG,111
216,14,0,1,beach,NUSA TENGGARA BARAT,94
217,14,0,1,beach,PANTAI ANCOL,107
218,14,0,1,beach,PANGANDARAN,7
219,14,0,1,beach,RAJA AMPAT,2
220,14,0,1,beach,DUBAI,53
221,14,0,1,beach,PANTAI SELATAN,57
222,14,0,1,beach,KENDARI,74
223,14,0,1,beach,ANCOL,12
224,14,0,1,beach,NUSA PENIDA,83
225,15,0,1,beach,LABUAN BAJO,31
226,15,0,1,beach,PANTAI ANCOL,107
227,15,0,1,beach,NUSA PENIDA,83
228,15,0,1,beach,KENDARI,74
229,15,0,1,beach,PANTAI SELATAN,57
230,15,0,1,beach,PULAU PAHAWANG,52
231,15,0,1,beach,SLOVENIA,43
232,15,0,1,beach,NUSA TENGGARA BARAT,94
233,15,0,1,beach,LOMBOK,24
234,15,0,1,beach,PANGANDARAN,7
235,15,0,1,beach,TAPANULI TENGAH,54
236,15,0,1,beach,BANGKA BELITUNG,68
237,15,0,1,beach,PANTAI TELENGRIA,110
238,15,0,1,beach,DUBAI,53
239,15,0,1,beach,BALI,9
240,16,0,1,beach,TAPANULI TENGAH,54
241,16,0,1,beach,ANCOL,12
242,16,0,1,beach,PULAU SERIBU,41
243,16,0,1,beach,PANGANDARAN,7
244,16,0,1,beach,PANTAI TELENGRIA,110
245,16,0,1,beach,WAKATOBI,119
246,16,0,1,beach,PULAU PAHAWANG,52
247,16,0,1,beach,NUSA DUA,115
248,16,0,1,beach,RAJA AMPAT,2
249,16,0,1,beach,PANTAI KUTA,88
250,16,0,1,beach,PANTAI WATU KARUNG,111
251,16,0,1,beach,MALDIVES,36
252,16,0,1,beach,BANGKA BELITUNG,68
253,16,0,1,beach,SLOVENIA,43
254,16,0,1,beach,PULAU KOMODO,26
255,17,1,0,beach,LOMBOK,24
256,17,1,0,beach,ANCOL,12
257,17,1,0,beach,PANTAI SELATAN,57
258,17,1,0,beach,PULAU PAHAWANG,52
259,17,1,0,beach,GUMUK PASIR PARANGKUSUMO,60
260,17,1,0,beach,MALDIVES,36
261,17,1,0,beach,PANTAI TELENGRIA,110
262,17,1,0,beach,GEOPARK CILETUH,90
263,17,1,0,beach,UJUNG KULON,85
264,17,1,0,beach,DUBAI,53
265,17,1,0,beach,RAJA AMPAT,2
266,17,1,0,beach,NUSA DUA,115
267,17,1,0,beach,PANTAI KLAYAR,109
268,17,1,0,beach,PULAU KOMODO,26
269,17,1,0,beach,BALI,9
270,18,1,0,beach,UJUNG KULON,85
271,18,1,0,beach,PANTAI KUTA,88
272,18,1,0,beach,RAJA AMPAT,2
273,18,1,0,beach,PANTAI KLAYAR,109
274,18,1,0,beach,SLOVENIA,43
275,18,1,0,beach,PANGANDARAN,7
276,18,1,0,beach,PULAU SERIBU,41
277,18,1,0,beach,PANTAI WATU KARUNG,111
278,18,1,0,beach,MALDIVES,36
279,18,1,0,beach,KENDARI,74
280,18,1,0,beach,PULAU KOMODO,26
281,18,1,0,beach,NUSA DUA,115
282,18,1,0,beach,LABUAN BAJO,31
283,18,1,0,beach,PANTAI SELATAN,57
284,18,1,0,beach,BALI,9
285,19,1,0,beach,ANCOL,12
286,19,1,0,beach,WAKATOBI,119
287,19,1,0,beach,PULAU KOMODO,26
288,19,1,0,beach,PANTAI WATU KARUNG,111
289,19,1,0,beach,SLOVENIA,43
290,19,1,0,beach,LABUAN BAJO,31
291,19,1,0,beach,LOMBOK,24
292,19,1,0,beach,PANTAI KLAYAR,109
293,19,1,0,beach,TAPANULI TENGAH,54
294,19,1,0,beach,CANGGU,46
295,19,1,0,beach,PANTAI KUTA,88
296,19,1,0,beach,PANTAI SELATAN,57
297,19,1,0,beach,MALDIVES,36
298,19,1,0,beach,RAJA AMPAT,2
299,19,1,0,beach,KENDARI,74
300,20,1,0,beach,GUMUK PASIR PARANGKUSUMO,60
301,20,1,0,beach,PANTAI SELATAN,57
302,20,1,0,beach,PANTAI TELENGRIA,110
303,20,1,0,beach,PANTAI WATU KARUNG,111
304,20,1,0,beach,MALDIVES,36
305,20,1,0,beach,PANTAI ANCOL,107
306,20,1,0,beach,PANTAI KUTA,88
307,20,1,0,beach,NUSA PENIDA,83
308,20,1,0,beach,KENDARI,74
309,20,1,0,beach,RAJA AMPAT,2
310,20,1,0,beach,LABUAN BAJO,31
311,20,1,0,beach,LOMBOK,24
312,20,1,0,beach,PULAU PAHAWANG,52
313,20,1,0,beach,SLOVENIA,43
314,20,1,0,beach,BANGKA BELITUNG,68
315,21,0,1,beach,NUSA TENGGARA BARAT,94
316,21,0,1,beach,PANTAI WATU KARUNG,111
317,21,0,1,beach,BANGKA BELITUNG,68
318,21,0,1,beach,PANTAI KUTA,88
319,21,0,1,beach,PANTAI ANCOL,107
320,21,0,1,beach,LABUAN BAJO,31
321,21,0,1,beach,PULAU SERIBU,41
322,21,0,1,beach,MALDIVES,36
323,21,0,1,beach,DUBAI,53
324,21,0,1,beach,RAJA AMPAT,2
325,21,0,1,beach,GUMUK PASIR PARANGKUSUMO,60
326,21,0,1,beach,PANTAI SELATAN,57
327,21,0,1,beach,UJUNG KULON,85
328,21,0,1,beach,GEOPARK CILETUH,90
329,21,0,1,beach,BALI,9
330,22,1,0,beach,DUBAI,53
331,22,1,0,beach,PANTAI SELATAN,57
332,22,1,0,beach,PANTAI KUTA,88
333,22,1,0,beach,ANCOL,12
334,22,1,0,beach,PANTAI KLAYAR,109
335,22,1,0,beach,KENDARI,74
336,22,1,0,beach,LOMBOK,24
337,22,1,0,beach,SLOVENIA,43
338,22,1,0,beach,UJUNG KULON,85
339,22,1,0,beach,NUSA PENIDA,83
340,22,1,0,beach,PANTAI WATU KARUNG,111
341,22,1,0,beach,CANGGU,46
342,22,1,0,beach,PULAU SERIBU,41
343,22,1,0,beach,PANTAI TELENGRIA,110
344,22,1,0,beach,TAPANULI TENGAH,54
345,23,1,0,beach,WAKATOBI,119
346,23,1,0,beach,PANGANDARAN,7
347,23,1,0,beach,PANTAI WATU KARUNG,111
348,23,1,0,beach,PULAU SERIBU,41
349,23,1,0,beach,UJUNG KULON,85
350,23,1,0,beach,KENDARI,74
351,23,1,0,beach,GUMUK PASIR PARANGKUSUMO,60
352,23,1,0,beach,ANCOL,12
353,23,1,0,beach,NUSA DUA,115
354,23,1,0,beach,RAJA AMPAT,2
355,23,1,0,beach,SLOVENIA,43
356,23,1,0,beach,BALI,9
357,23,1,0,beach,PANTAI ANCOL,107
358,23,1,0,beach,TAPANULI TENGAH,54
359,23,1,0,beach,CANGGU,46
360,24,1,0,beach,PULAU KOMODO,26
361,24,1,0,beach,GEOPARK CILETUH,90
362,24,1,0,beach,LABUAN BAJO,31
363,24,1,0,beach,CANGGU,46
364,24,1,0,beach,PANTAI KLAYAR,109
365,24,1,0,beach,LOMBOK,24
366,24,1,0,beach,TAPANULI TENGAH,54
367,24,1,0,beach,PANTAI WATU KARUNG,111
368,24,1,0,beach,BANGKA BELITUNG,68
369,24,1,0,beach,UJUNG KULON,85
370,24,1,0,beach,PULAU PAHAWANG,52
371,24,1,0,beach,KENDARI,74
372,24,1,0,beach,NUSA DUA,115
373,24,1,0,beach,NUSA PENIDA,83
374,24,1,0,beach,PULAU SERIBU,41
375,25,0,1,beach,PANTAI TELENGRIA,110
376,25,0,1,beach,ANCOL,12
377,25,0,1,beach,BALI,9
378,25,0,1,beach,PANTAI WATU KARUNG,111
379,25,0,1,beach,PANGANDARAN,7
380,25,0,1,beach,MALDIVES,36
381,25,0,1,beach,DUBAI,53
382,25,0,1,beach,NUSA DUA,115
383,25,0,1,beach,SLOVENIA,43
384,25,0,1,beach,CANGGU,46
385,25,0,1,beach,TAPANULI TENGAH,54
386,25,0,1,beach,KENDARI,74
387,25,0,1,beach,PULAU SERIBU,41
388,25,0,1,beach,NUSA TENGGARA BARAT,94
389,25,0,1,beach,UJUNG KULON,85
390,26,1,0,beach,DUBAI,53
391,26,1,0,beach,GEOPARK CILETUH,90
392,26,1,0,beach,MALDIVES,36
393,26,1,0,beach,PULAU PAHAWANG,52
394,26,1,0,beach,PANTAI KUTA,88
395,26,1,0,beach,PULAU SERIBU,41
396,26,1,0,beach,PANTAI SELATAN,57
397,26,1,0,beach,WAKATOBI,119
398,26,1,0,beach,PANTAI ANCOL,107
399,26,1,0,beach,RAJA AMPAT,2
400,26,1,0,beach,UJUNG KULON,85
401,26,1,0,beach,PANTAI TELENGRIA,110
402,26,1,0,beach,PANGANDARAN,7
403,26,1,0,beach,GUMUK PASIR PARANGKUSUMO,60
404,26,1,0,beach,KENDARI,74
405,27,1,0,beach,PANTAI TELENGRIA,110
406,27,1,0,beach,SLOVENIA,43
407,27,1,0,beach,PULAU SERIBU,41
408,27,1,0,beach,GUMUK PASIR PARANGKUSUMO,60
409,27,1,0,beach,PANTAI WATU KARUNG,111
410,27,1,0,beach,NUSA DUA,115
411,27,1,0,beach,PANTAI KLAYAR,109
412,27,1,0,beach,DUBAI,53
413,27,1,0,beach,BALI,9
414,27,1,0,beach,KENDARI,74
415,27,1,0,beach,PANGANDARAN,7
416,27,1,0,beach,BANGKA BELITUNG,68
417,27,1,0,beach,PULAU PAHAWANG,52
418,27,1,0,beach,PANTAI ANCOL,107
419,27,1,0,beach,CANGGU,46
420,28,1,0,beach,SLOVENIA,43
421,28,1,0,beach,DUBAI,53
422,28,1,0,beach,BALI,9
423,28,1,0,beach,PULAU KOMODO,26
424,28,1,0,beach,TAPANULI TENGAH,54
425,28,1,0,beach,PULAU PAHAWANG,52
426,28,1,0,beach,PANGANDARAN,7
427,28,1,0,beach,CANGGU,46
428,28,1,0,beach,PANTAI KUTA,88
429,28,1,0,beach,PANTAI ANCOL,107
430,28,1,0,beach,PANTAI TELENGRIA,110
431,28,1,0,beach,MALDIVES,36
432,28,1,0,beach,LABUAN BAJO,31
433,28,1,0,beach,GEOPARK CILETUH,90
434,28,1,0,beach,PULAU SERIBU,41
435,29,1,0,beach,GEOPARK CILETUH,90
436,29,1,0,beach,LOMBOK,24
437,29,1,0,beach,PANTAI SELATAN,57
438,29,1,0,beach,NUSA DUA,115
439,29,1,0,beach,ANCOL,12
440,29,1,0,beach,UJUNG KULON,85
441,29,1,0,beach,PANTAI WATU KARUNG,111
442,29,1,0,beach,PANTAI KUTA,88
443,29,1,0,beach,NUSA TENGGARA BARAT,94
444,29,1,0,beach,BANGKA BELITUNG,68
445,29,1,0,beach,PULAU PAHAWANG,52
446,29,1,0,beach,PULAU KOMODO,26
447,29,1,0,beach,MALDIVES,36
448,29,1,0,beach,PANTAI KLAYAR,109
449,29,1,0,beach,RAJA AMPAT,2
450,30,0,1,beach,PANTAI ANCOL,107
451,30,0,1,beach,DUBAI,53
452,30,0,1,beach,KENDARI,74
453,30,0,1,beach,UJUNG KULON,85
454,30,0,1,beach,MALDIVES,36
455,30,0,1,beach,PULAU SERIBU,41
456,30,0,1,beach,ANCOL,12
457,30,0,1,beach,BANGKA BELITUNG,68
458,30,0,1,beach,PULAU PAHAWANG,52
459,30,0,1,beach,PANTAI WATU KARUNG,111
460,30,0,1,beach,LABUAN BAJO,31
461,30,0,1,beach,CANGGU,46
462,30,0,1,beach,BALI,9
463,30,0,1,beach,PANGANDARAN,7
464,30,0,1,beach,NUSA PENIDA,83
465,31,0,0,beach,GUMUK PASIR PARANGKUSUMO,60
466,31,0,0,beach,NUSA PENIDA,83
467,31,0,0,beach,PULAU SERIBU,41
468,31,0,0,beach,KENDARI,74
469,31,0,0,beach,SLOVENIA,43
470,31,0,0,beach,ANCOL,12
471,31,0,0,beach,NUSA TENGGARA BARAT,94
472,31,0,0,beach,GEOPARK CILETUH,90
473,31,0,0,beach,LABUAN BAJO,31
474,31,0,0,beach,PANTAI WATU KARUNG,111
475,31,0,0,beach,CANGGU,46
476,31,0,0,beach,PANTAI TELENGRIA,110
477,31,0,0,beach,PANGANDARAN,7
478,31,0,0,beach,NUSA DUA,115
479,31,0,0,beach,PULAU KOMODO,26
480,32,1,0,beach,BANGKA BELITUNG,68
481,32,1,0,beach,PULAU KOMODO,26
482,32,1,0,beach,KENDARI,74
483,32,1,0,beach,LOMBOK,24
484,32,1,0,beach,PANTAI SELATAN,57
485,32,1,0,beach,PANTAI KUTA,88
486,32,1,0,beach,NUSA DUA,115
487,32,1,0,beach,PANTAI TELENGRIA,110
488,32,1,0,beach,PANTAI KLAYAR,109
489,32,1,0,beach,NUSA PENIDA,83
490,32,1,0,beach,BALI,9
491,32,1,0,beach,MALDIVES,36
492,32,1,0,beach,LABUAN BAJO,31
493,32,1,0,beach,RAJA AMPAT,2
494,32,1,0,beach,DUBAI,53
495,33,1,0,beach,PANTAI SELATAN,57
496,33,1,0,beach,PULAU PAHAWANG,52
497,33,1,0,beach,GEOPARK CILETUH,90
498,33,1,0,beach,PANGANDARAN,7
499,33,1,0,beach,NUSA PENIDA,83
500,33,1,0,beach,TAPANULI TENGAH,54
501,33,1,0,beach,BALI,9
502,33,1,0,beach,MALDIVES,36
503,33,1,0,beach,GUMUK PASIR PARANGKUSUMO,60
504,33,1,0,beach,ANCOL,12
505,33,1,0,beach,PANTAI TELENGRIA,110
506,33,1,0,beach,CANGGU,46
507,33,1,0,beach,PANTAI ANCOL,107
508,33,1,0,beach,RAJA AMPAT,2
509,33,1,0,beach,KENDARI,74
510,34,1,0,beach,BALI,9
511,34,1,0,beach,PULAU PAHAWANG,52
512,34,1,0,beach,PULAU SERIBU,41
513,34,1,0,beach,ANCOL,12
514,34,1,0,beach,NUSA TENGGARA BARAT,94
515,34,1,0,beach,LABUAN BAJO,31
516,34,1,0,beach,PULAU KOMODO,26
517,34,1,0,beach,NUSA PENIDA,83
518,34,1,0,beach,LOMBOK,24
519,34,1,0,beach,PANTAI ANCOL,107
520,34,1,0,beach,NUSA DUA,115
521,34,1,0,beach,GEOPARK CILETUH,90
522,34,1,0,beach,BANGKA BELITUNG,68
523,34,1,0,beach,PANGANDARAN,7
524,34,1,0,beach,TAPANULI TENGAH,54
525,35,0,0,beach,UJUNG KULON,85
526,35,0,0,beach,WAKATOBI,119
527,35,0,0,beach,PULAU SERIBU,41
528,35,0,0,beach,PULAU KOMODO,26
529,35,0,0,beach,KENDARI,74
530,35,0,0,beach,PANTAI KLAYAR,109
531,35,0,0,beach,PULAU PAHAWANG,52
532,35,0,0,beach,LABUAN BAJO,31
533,35,0,0,beach,PANGANDARAN,7
534,35,0,0,beach,BANGKA BELITUNG,68
535,35,0,0,beach,RAJA AMPAT,2
536,35,0,0,beach,PANTAI ANCOL,107
537,35,0,0,beach,GEOPARK CILETUH,90
538,35,0,0,beach,CANGGU,46
539,35,0,0,beach,TAPANULI TENGAH,54
540,36,0,0,beach,NUSA PENIDA,83
541,36,0,0,beach,PULAU PAHAWANG,52
542,36,0,0,beach,PANTAI WATU KARUNG,111
543,36,0,0,beach,SLOVENIA,43
544,36,0,0,beach,RAJA AMPAT,2
545,36,0,0,beach,LABUAN BAJO,31
546,36,0,0,beach,CANGGU,46
547,36,0,0,beach,WAKATOBI,119
548,36,0,0,beach,BALI,9
549,36,0,0,beach,BANGKA BELITUNG,68
550,36,0,0,beach,PULAU KOMODO,26
551,36,0,0,beach,UJUNG KULON,85
552,36,0,0,beach,PANGANDARAN,7
553,36,0,0,beach,PANTAI ANCOL,107
554,36,0,0,beach,GUMUK PASIR PARANGKUSUMO,60
555,37,0,0,beach,DUBAI,53
556,37,0,0,beach,NUSA DUA,115
557,37,0,0,beach,ANCOL,12
558,37,0,0,beach,PULAU PAHAWANG,52
559,37,0,0,beach,CANGGU,46
560,37,0,0,beach,PANTAI KLAYAR,109
561,37,0,0,beach,BALI,9
562,37,0,0,beach,TAPANULI TENGAH,54
563,37,0,0,beach,BANGKA BELITUNG,68
564,37,0,0,beach,GEOPARK CILETUH,90
565,37,0,0,beach,PANTAI SELATAN,57
566,37,0,0,beach,GUMUK PASIR PARANGKUSUMO,60
567,37,0,0,beach,WAKATOBI,119
568,37,0,0,beach,MALDIVES,36
569,37,0,0,beach,LABUAN BAJO,31
570,38,0,1,beach,TAPANULI TENGAH,54
571,38,0,1,beach,PULAU PAHAWANG,52
572,38,0,1,beach,GUMUK PASIR PARANGKUSUMO,60
573,38,0,1,beach,PULAU KOMODO,26
574,38,0,1,beach,PANTAI TELENGRIA,110
575,38,0,1,beach,PULAU SERIBU,41
576,38,0,1,beach,PANTAI SELATAN,57
577,38,0,1,beach,KENDARI,74
578,38,0,1,beach,PANTAI KUTA,88
579,38,0,1,beach,BALI,9
580,38,0,1,beach,PANGANDARAN,7
581,38,0,1,beach,LOMBOK,24
582,38,0,1,beach,SLOVENIA,43
583,38,0,1,beach,UJUNG KULON,85
584,38,0,1,beach,NUSA TENGGARA BARAT,94
585,39,1,0,beach,PULAU PAHAWANG,52
586,39,1,0,beach,PANTAI WATU KARUNG,111
587,39,1,0,beach,SLOVENIA,43
588,39,1,0,beach,LOMBOK,24
589,39,1,0,beach,GEOPARK CILETUH,90
590,39,1,0,beach,PANTAI KUTA,88
591,39,1,0,beach,ANCOL,12
592,39,1,0,beach,WAKATOBI,119
593,39,1,0,beach,BANGKA BELITUNG,68
594,39,1,0,beach,NUSA DUA,115
595,39,1,0,beach,RAJA AMPAT,2
596,39,1,0,beach,PANTAI ANCOL,107
597,39,1,0,beach,NUSA PENIDA,83
598,39,1,0,beach,PANTAI KLAYAR,109
599,39,1,0,beach,CANGGU,46
600,40,0,1,beach,ANCOL,12
601,40,0,1,beach,BALI,9
602,40,0,1,beach,LABUAN BAJO,31
603,40,0,1,beach,PANTAI SELATAN,57
604,40,0,1,beach,PANTAI WATU KARUNG,111
605,40,0,1,beach,KENDARI,74
606,40,0,1,beach,WAKATOBI,119
607,40,0,1,beach,MALDIVES,36
608,40,0,1,beach,NUSA TENGGARA BARAT,94
